"country","continent","year","lifeExp","pop","gdpPercap","meanSchool"
"Sudan","Africa",1982,50.338,20367053,1895.544073,4.4
"Sudan","Africa",1987,51.744,24725960,1507.819159,5.2
"Sudan","Africa",1992,53.556,28227588,1492.197043,6
"Sudan","Africa",1997,55.373,32160729,1632.210764,6.7
"Sudan","Africa",2002,56.369,37090298,1993.398314,7.4
"Sudan","Africa",2007,58.556,42292929,2602.394995,8
"Swaziland","Africa",1972,49.552,480105,3364.836625,3.4
"Swaziland","Africa",1977,52.537,551425,3781.410618,4.2
"Swaziland","Africa",1982,55.561,649901,3895.384018,5.2
"Swaziland","Africa",1987,57.678,779348,3984.839812,6.1
"Swaziland","Africa",1992,58.474,962344,3553.0224,6.9
"Swaziland","Africa",1997,54.289,1054486,3876.76846,7.7
"Swaziland","Africa",2002,43.869,1130269,4128.116943,8.5
"Swaziland","Africa",2007,39.613,1133066,4513.480643,9.1
"Sweden","Europe",1972,74.72,8122293,17832.02464,9.1
"Sweden","Europe",1977,75.44,8251648,18855.72521,10.1
"Sweden","Europe",1982,76.42,8325260,20667.38125,10.9
"Sweden","Europe",1987,77.19,8421403,23586.92927,11.6
"Sweden","Europe",1992,78.16,8718867,23880.01683,12.1
"Sweden","Europe",1997,79.39,8897619,25266.59499,12.6
"Sweden","Europe",2002,80.04,8954175,29341.63093,13
"Sweden","Europe",2007,80.884,9031088,33859.74835,13.3
"Switzerland","Europe",1972,73.78,6401400,27195.11304,10.1
"Switzerland","Europe",1977,75.39,6316424,26982.29052,11.1
"Switzerland","Europe",1982,76.21,6468126,28397.71512,12
"Switzerland","Europe",1987,77.41,6649942,30281.70459,12.5
"Switzerland","Europe",1992,78.03,6995447,31871.5303,12.9
"Switzerland","Europe",1997,79.37,7193761,32135.32301,13.1
"Switzerland","Europe",2002,80.62,7361757,34480.95771,13.3
"Switzerland","Europe",2007,81.701,7554661,37506.41907,13.4
"Syria","Asia",1972,57.296,6701172,2571.423014,4
"Syria","Asia",1977,61.195,7932503,3195.484582,4.9
"Syria","Asia",1982,64.59,9410494,3761.837715,5.8
"Syria","Asia",1987,66.974,11242847,3116.774285,6.6
"Syria","Asia",1992,69.249,13219062,3340.542768,7.3
"Syria","Asia",1997,71.527,15081016,4014.238972,8
"Syria","Asia",2002,73.053,17155814,4090.925331,8.5
"Syria","Asia",2007,74.143,19314747,4184.548089,9
"Taiwan","Asia",1972,69.39,15226039,4062.523897,6.8
"Taiwan","Asia",1977,70.59,16785196,5596.519826,8.1
"Taiwan","Asia",1982,72.16,18501390,7426.354774,9.2
"Taiwan","Asia",1987,73.4,19757799,11054.56175,10.3
"Taiwan","Asia",1992,74.26,20686918,15215.6579,11.2
"Taiwan","Asia",1997,75.25,21628605,20206.82098,12
"Taiwan","Asia",2002,76.99,22454239,23235.42329,12.6
"Taiwan","Asia",2007,78.4,23174294,28718.27684,13.2
"Tanzania","Africa",1972,47.62,14706593,915.9850592,3.9
"Tanzania","Africa",1977,49.919,17129565,962.4922932,4.4
"Tanzania","Africa",1982,50.608,19844382,874.2426069,5
"Tanzania","Africa",1987,51.535,23040630,831.8220794,5.6
"Tanzania","Africa",1992,50.44,26605473,825.682454,6
"Tanzania","Africa",1997,48.466,30686889,789.1862231,6.3
"Tanzania","Africa",2002,49.651,34593779,899.0742111,6.6
"Tanzania","Africa",2007,52.517,38139640,1107.482182,6.7
"Thailand","Asia",1972,60.405,39276153,1524.358936,5.3
"Thailand","Asia",1977,62.494,44148285,1961.224635,5.9
"Thailand","Asia",1982,64.597,48827160,2393.219781,6.4
"Thailand","Asia",1987,66.084,52910342,2982.653773,6.9
"Thailand","Asia",1992,67.298,56667095,4616.896545,7.3
"Thailand","Asia",1997,67.521,60216677,5852.625497,7.8
"Thailand","Asia",2002,68.564,62806748,5913.187529,8.2
"Thailand","Asia",2007,70.616,65068149,7458.396327,8.6
"Togo","Africa",1972,49.759,2056351,1649.660188,2.5
"Togo","Africa",1977,52.887,2308582,1532.776998,3.1
"Togo","Africa",1982,55.471,2644765,1344.577953,3.7
"Togo","Africa",1987,56.941,3154264,1202.201361,4.4
"Togo","Africa",1992,58.061,3747553,1034.298904,5
"Togo","Africa",1997,58.39,4320890,982.2869243,5.6
"Togo","Africa",2002,57.561,4977378,886.2205765,6.1
"Togo","Africa",2007,58.42,5701579,882.9699438,6.6
"Trinidad and Tobago","Americas",1972,65.9,975199,6619.551419,7
"Trinidad and Tobago","Americas",1977,68.3,1039009,7899.554209,7.8
"Trinidad and Tobago","Americas",1982,68.832,1116479,9119.528607,8.5
"Trinidad and Tobago","Americas",1987,69.582,1191336,7388.597823,9.1
"Trinidad and Tobago","Americas",1992,69.862,1183669,7370.990932,9.7
"Trinidad and Tobago","Americas",1997,69.465,1138101,8792.573126,10.2
"Trinidad and Tobago","Americas",2002,68.976,1101832,11460.60023,10.7
"Trinidad and Tobago","Americas",2007,69.819,1056608,18008.50924,11.1
"Tunisia","Africa",1972,55.602,5303507,2753.285994,4.6
"Tunisia","Africa",1977,59.837,6005061,3120.876811,5.5
"Tunisia","Africa",1982,64.048,6734098,3560.233174,6.5
"Tunisia","Africa",1987,66.894,7724976,3810.419296,7.6
"Tunisia","Africa",1992,70.001,8523077,4332.720164,8.5
"Tunisia","Africa",1997,71.973,9231669,4876.798614,9.3
"Tunisia","Africa",2002,73.042,9770575,5722.895655,10
"Tunisia","Africa",2007,73.923,10276158,7092.923025,10.6
"Turkey","Europe",1972,57.005,37492953,3450.69638,4.1
"Turkey","Europe",1977,59.507,42404033,4269.122326,5
"Turkey","Europe",1982,61.036,47328791,4241.356344,5.9
"Turkey","Europe",1987,63.108,52881328,5089.043686,6.8
"Turkey","Europe",1992,66.146,58179144,5678.348271,7.6
"Turkey","Europe",1997,68.835,63047647,6601.429915,8.4
"Turkey","Europe",2002,70.845,67308928,6508.085718,9.1
"Turkey","Europe",2007,71.777,71158647,8458.276384,9.7
"Uganda","Africa",1972,51.016,10190285,950.735869,3.5
"Uganda","Africa",1977,50.35,11457758,843.7331372,4.2
"Uganda","Africa",1982,49.849,12939400,682.2662268,4.8
"Uganda","Africa",1987,51.509,15283050,617.7244065,5.4
"Uganda","Africa",1992,48.825,18252190,644.1707969,5.8
"Uganda","Africa",1997,44.578,21210254,816.559081,6.3
"Uganda","Africa",2002,47.813,24739869,927.7210018,6.7
"Uganda","Africa",2007,51.542,29170398,1056.380121,7.1
"United Kingdom","Europe",1972,72.01,56079000,15895.11641,10.2
"United Kingdom","Europe",1977,72.76,56179000,17428.74846,11
"United Kingdom","Europe",1982,74.04,56339704,18232.42452,11.6
"United Kingdom","Europe",1987,75.007,56981620,21664.78767,12
"United Kingdom","Europe",1992,76.42,57866349,22705.09254,12.4
"United Kingdom","Europe",1997,77.218,58808266,26074.53136,12.7
"United Kingdom","Europe",2002,78.471,59912431,29478.99919,13
"United Kingdom","Europe",2007,79.425,60776238,33203.26128,13.3
"United States","Americas",1972,71.34,209896000,21806.03594,12.6
"United States","Americas",1977,73.38,220239000,24072.63213,13
"United States","Americas",1982,74.65,232187835,25009.55914,13.2
"United States","Americas",1987,75.02,242803533,29884.35041,13.3
"United States","Americas",1992,76.09,256894189,32003.93224,13.4
"United States","Americas",1997,76.81,272911760,35767.43303,13.5
"United States","Americas",2002,77.31,287675526,39097.09955,13.6
"United States","Americas",2007,78.242,301139947,42951.65309,13.6
"Uruguay","Americas",1972,68.673,2829526,5703.408898,6.6
"Uruguay","Americas",1977,69.481,2873520,6504.339663,7.4
"Uruguay","Americas",1982,70.805,2953997,6920.223051,8.1
"Uruguay","Americas",1987,71.918,3045153,7452.398969,8.7
"Uruguay","Americas",1992,72.752,3149262,8137.004775,9.2
"Uruguay","Americas",1997,74.223,3262838,9230.240708,9.6
"Uruguay","Americas",2002,75.307,3363085,7727.002004,10.1
"Uruguay","Americas",2007,76.384,3447496,10611.46299,10.5
"Venezuela","Americas",1972,65.712,11515649,10505.25966,5.2
"Venezuela","Americas",1977,67.456,13503563,13143.95095,5.9
"Venezuela","Americas",1982,68.557,15620766,11152.41011,6.7
"Venezuela","Americas",1987,70.19,17910182,9883.584648,7.3
"Venezuela","Americas",1992,71.15,20265563,10733.92631,7.9
"Venezuela","Americas",1997,72.146,22374398,10165.49518,8.5
"Venezuela","Americas",2002,72.766,24287670,8605.047831,9
"Venezuela","Americas",2007,73.747,26084662,11415.80569,9.5
"Vietnam","Asia",1972,50.254,44655014,699.5016441,6
"Vietnam","Asia",1977,55.764,50533506,713.5371196,6.7
"Vietnam","Asia",1982,58.816,56142181,707.2357863,7.2
"Vietnam","Asia",1987,62.82,62826491,820.7994449,7.6
"Vietnam","Asia",1992,67.662,69940728,989.0231487,7.9
"Vietnam","Asia",1997,70.672,76048996,1385.896769,8.1
"Vietnam","Asia",2002,73.017,80908147,1764.456677,8.3
"Vietnam","Asia",2007,74.249,85262356,2441.576404,8.4
"West Bank and Gaza","Asia",1972,56.532,1089572,3133.409277,6.4
"West Bank and Gaza","Asia",1977,60.765,1261091,3682.831494,7.3
"West Bank and Gaza","Asia",1982,64.406,1425876,4336.032082,8.3
"West Bank and Gaza","Asia",1987,67.046,1691210,5107.197384,9.2
"West Bank and Gaza","Asia",1992,69.718,2104779,6017.654756,9.8
"West Bank and Gaza","Asia",1997,71.096,2826046,7110.667619,10.4
"West Bank and Gaza","Asia",2002,72.37,3389578,4515.487575,10.9
"West Bank and Gaza","Asia",2007,73.422,4018332,3025.349798,11.3
"Yemen, Rep.","Asia",1972,39.848,7407075,1265.047031,1.3
"Yemen, Rep.","Asia",1977,44.175,8403990,1829.765177,1.8
"Yemen, Rep.","Asia",1982,49.113,9657618,1977.55701,2.5
"Yemen, Rep.","Asia",1987,52.922,11219340,1971.741538,3.4
"Yemen, Rep.","Asia",1992,55.599,13367997,1879.496673,4.3
"Yemen, Rep.","Asia",1997,58.02,15826497,2117.484526,5.1
"Yemen, Rep.","Asia",2002,60.308,18701257,2234.820827,5.9
"Yemen, Rep.","Asia",2007,62.698,22211743,2280.769906,6.6
"Zambia","Africa",1972,50.107,4506497,1773.498265,4.9
"Zambia","Africa",1977,51.386,5216550,1588.688299,5.6
"Zambia","Africa",1982,51.821,6100407,1408.678565,6.3
"Zambia","Africa",1987,50.821,7272406,1213.315116,6.9
"Zambia","Africa",1992,46.1,8381163,1210.884633,7.3
"Zambia","Africa",1997,40.238,9417789,1071.353818,7.6
"Zambia","Africa",2002,39.193,10595811,1071.613938,7.9
"Zambia","Africa",2007,42.384,11746035,1271.211593,8
"Zimbabwe","Africa",1972,55.635,5861135,799.3621758,5.2
"Zimbabwe","Africa",1977,57.674,6642107,685.5876821,6.1
"Zimbabwe","Africa",1982,60.363,7636524,788.8550411,6.9
"Zimbabwe","Africa",1987,62.351,9216418,706.1573059,7.7
"Zimbabwe","Africa",1992,60.377,10704340,693.4207856,8.4
"Zimbabwe","Africa",1997,46.809,11404948,792.4499603,9
"Zimbabwe","Africa",2002,39.989,11926563,672.0386227,9.6
"Zimbabwe","Africa",2007,43.487,12311143,469.7092981,10
